job_role,city,education,college_tier,industry,company_size,gender,years_experience,age,performance_rating,num_skills,base_salary,bonus,total_ctc
HR Manager,Delhi NCR,MTech,Tier 2,FinTech,Startup,Male,5.2,28.0,3.83,10,2945480.0,196980.0,3142460.0
Financial Analyst,Mumbai,,Tier 2,Manufacturing,MNC,Male,9.1,29.0,5.0,4,2045952.0,456970.0,2502922.0
DevOps Engineer,Delhi NCR,BTech,Tier 2,FinTech,Mid-size,Female,3.7,29.0,2.9,5,2798341.0,489640.0,3287981.0
Frontend Developer,Hyderabad,BTech,Tier 3,EdTech,Mid-size,Male,3.8,27.0,3.15,6,1516848.0,105876.0,1622724.0
HR Manager,Pune,BTech,Tier 3,EdTech,Startup,Male,5.3,28.0,3.84,6,1640376.0,313173.0,1953549.0
Marketing Manager,Ahmedabad,BTech,Tier 3,Consulting,Startup,Female,7.3,30.0,3.33,4,1394571.0,132573.0,1527144.0
AI Engineer,Jaipur,BTech,Tier 3,EdTech,MNC,Male,8.5,33.0,4.42,8,2126768.0,383348.0,2510116.0
Financial Analyst,Ahmedabad,BTech,Tier 2,EdTech,MNC,Male,0.0,25.0,4.73,2,1126611.0,124378.0,1250988.0
Software Engineer,Remote,BTech,Tier 3,Manufacturing,Mid-size,Male,7.9,28.0,3.57,7,1594599.0,353271.0,1947870.0
Backend Developer,Bangalore,BTech,Tier 2,Product Based,Mid-size,Female,9.8,32.0,3.29,5,2941775.0,557947.0,3499722.0
Data Scientist,Remote,MTech,Tier 3,Product Based,Startup,Female,9.1,30.0,3.48,10,2613603.0,213862.0,2827465.0
HR Manager,Delhi NCR,,Tier 1,Consulting,MNC,Male,6.7,28.0,2.35,3,3006631.0,391718.0,3398349.0
Frontend Developer,Remote,BTech,Tier 2,Consulting,MNC,Male,7.2,34.0,3.36,6,1951836.0,369426.0,2321262.0
Product Manager,Bangalore,BTech,Tier 3,IT Services,MNC,Male,9.6,34.0,4.09,8,3481355.0,556411.0,4037767.0
Frontend Developer,Delhi NCR,BTech,Tier 2,IT Services,MNC,Male,0.2,20.0,3.24,5,1740875.0,137453.0,1878328.0
Data Analyst,Jaipur,BTech,Tier 1,Product Based,Startup,Male,7.8,36.0,3.63,4,2137786.0,181550.0,2319336.0
AI Engineer,Bangalore,MTech,Tier 2,Consulting,Mid-size,Female,5.2,26.0,4.93,8,3317445.0,340495.0,3657941.0
Business Analyst,Remote,MTech,Tier 2,Manufacturing,MNC,Female,6.5,30.0,2.87,3,1735286.0,207370.0,1942656.0
DevOps Engineer,Hyderabad,BTech,Tier 3,E-Commerce,Startup,Male,5.6,25.0,4.78,2,2157036.0,530311.0,2687347.0
Software Engineer,Mumbai,MTech,Tier 3,E-Commerce,MNC,Male,12.6,38.0,1.68,7,3627132.0,482686.0,4109818.0
DevOps Engineer,Delhi NCR,MTech,Tier 2,FinTech,Mid-size,Female,11.1,33.0,4.64,3,3562623.0,887274.0,4449896.0
Chartered Accountant,Bangalore,,Tier 2,IT Services,Mid-size,Male,0.0,21.0,2.14,9,2226495.0,182307.0,2408802.0
Marketing Manager,Chennai,BTech,Tier 2,Consulting,MNC,Female,9.4,30.0,2.52,7,2820069.0,163826.0,2983895.0
DevOps Engineer,Chennai,BTech,Tier 3,IT Services,Startup,Male,4.9,27.0,3.9,7,1837039.0,396322.0,2233362.0
Chartered Accountant,Kolkata,BTech,Tier 1,EdTech,MNC,Female,3.0,24.0,2.6,8,2040537.0,474513.0,2515050.0
HR Manager,Chennai,MTech,Tier 2,IT Services,Mid-size,Male,3.9,25.0,2.31,7,1776459.0,316276.0,2092735.0
AI Engineer,Kolkata,BTech,Tier 2,IT Services,Startup,Female,5.1,29.0,3.37,2,1608005.0,383108.0,1991114.0
Financial Analyst,Delhi NCR,BTech,Tier 3,Manufacturing,Startup,Male,5.3,25.0,3.51,4,1647383.0,299086.0,1946469.0
Chartered Accountant,Kolkata,BTech,Tier 2,IT Services,MNC,Female,9.0,35.0,,8,2188091.0,348285.0,2536376.0
AI Engineer,Kolkata,MBA,Tier 2,Manufacturing,MNC,Male,17.6,40.0,4.26,3,3133941.0,467792.0,3601733.0
Data Analyst,Ahmedabad,BTech,Tier 3,EdTech,MNC,Female,0.0,22.0,2.2,6,864428.0,213834.0,1078262.0
AI Engineer,Pune,MTech,Tier 2,Product Based,Startup,Male,3.2,29.0,2.85,5,3230531.0,733512.0,3964043.0
AI Engineer,Chennai,BTech,Tier 3,Product Based,Mid-size,Male,2.5,25.0,2.22,7,2368597.0,426452.0,2795048.0
AI Engineer,Mumbai,BTech,Tier 2,IT Services,MNC,Female,5.9,28.0,3.94,5,3163164.0,264786.0,3427950.0
Chartered Accountant,Jaipur,BTech,Tier 1,E-Commerce,Mid-size,Female,0.0,22.0,2.67,7,1637260.0,197504.0,1834764.0
HR Manager,Mumbai,BTech,Tier 2,Product Based,Startup,Male,7.2,29.0,3.29,4,2336126.0,239653.0,2575779.0
Business Analyst,Bangalore,MTech,Tier 1,IT Services,MNC,Male,0.0,23.0,2.98,3,1760667.0,405943.0,2166611.0
Frontend Developer,Delhi NCR,BTech,Tier 3,EdTech,Startup,Male,7.9,31.0,1.83,6,1692001.0,418373.0,2110374.0
HR Manager,Remote,MTech,Tier 2,Manufacturing,Mid-size,Male,4.1,27.0,3.87,7,1560268.0,118236.0,1678504.0
DevOps Engineer,Bangalore,BTech,Tier 3,IT Services,Mid-size,Male,1.5,23.0,3.21,2,1756515.0,227197.0,1983711.0
Financial Analyst,Bangalore,BTech,Tier 3,FinTech,MNC,Male,10.5,33.0,3.58,3,3096674.0,649696.0,3746370.0
Software Engineer,Kolkata,MTech,Tier 2,Consulting,Startup,Male,0.0,26.0,4.16,10,1638019.0,266809.0,1904828.0
Software Engineer,Bangalore,,Tier 2,Manufacturing,Mid-size,Male,3.4,27.0,4.4,1,1856351.0,270473.0,2126823.0
Backend Developer,Hyderabad,BTech,Tier 1,Product Based,Startup,Female,10.3,32.0,3.91,6,3053712.0,216532.0,3270243.0
Data Scientist,Kolkata,BTech,Tier 3,Product Based,Startup,Male,0.0,25.0,3.03,4,1674167.0,206741.0,1880909.0
AI Engineer,Mumbai,BTech,Tier 3,IT Services,Mid-size,Female,7.6,33.0,3.53,2,2434154.0,366553.0,2800707.0
DevOps Engineer,Kolkata,BTech,Tier 2,Consulting,MNC,Male,3.9,30.0,4.76,6,2684052.0,331831.0,3015883.0
Frontend Developer,Pune,BTech,Tier 1,FinTech,Startup,Male,3.8,29.0,3.67,5,2500803.0,281516.0,2782320.0
Software Engineer,Remote,MBA,Tier 2,Product Based,Startup,Female,5.1,28.0,4.11,6,2581302.0,456137.0,3037439.0
HR Manager,Kolkata,MBA,Tier 1,IT Services,Startup,Female,1.8,25.0,3.34,4,1900231.0,162873.0,2063104.0
Product Manager,Ahmedabad,BTech,Tier 3,Consulting,Startup,Male,4.8,29.0,2.99,1,1906590.0,190816.0,2097407.0
Financial Analyst,Chennai,MTech,Tier 2,IT Services,Mid-size,Male,8.0,33.0,3.67,5,2167425.0,277289.0,2444714.0
Data Scientist,Hyderabad,MTech,Tier 3,EdTech,MNC,Male,0.0,25.0,3.66,3,2000307.0,222898.0,2223204.0
Frontend Developer,Bangalore,BTech,Tier 3,Manufacturing,MNC,Male,6.5,33.0,,2,1960729.0,321549.0,2282279.0
Product Manager,Chennai,MTech,Tier 3,E-Commerce,Startup,Female,0.0,23.0,3.31,5,2431379.0,422573.0,2853952.0
AI Engineer,Pune,BTech,Tier 3,EdTech,Mid-size,Male,1.6,24.0,4.68,5,1728407.0,427985.0,2156392.0
Data Scientist,Hyderabad,BTech,Tier 3,Product Based,MNC,Male,7.6,30.0,1.73,5,3019393.0,563910.0,3583303.0
DevOps Engineer,Ahmedabad,BTech,Tier 3,EdTech,Startup,Female,4.2,27.0,4.17,6,1523218.0,273806.0,1797024.0
AI Engineer,Kolkata,MTech,Tier 1,FinTech,MNC,Male,7.6,33.0,4.78,6,4439440.0,425044.0,4864484.0
AI Engineer,Jaipur,MBA,Tier 3,Product Based,Mid-size,Male,6.4,30.0,3.15,3,2382311.0,506877.0,2889188.0
Data Analyst,Hyderabad,BTech,Tier 3,E-Commerce,Startup,Female,4.6,28.0,3.1,7,1831841.0,108570.0,1940411.0
Software Engineer,Delhi NCR,BTech,Tier 3,IT Services,Mid-size,Male,4.7,27.0,2.89,4,2275664.0,376371.0,7008527.483633104
Financial Analyst,Bangalore,BTech,Tier 3,FinTech,Startup,Male,0.5,22.0,2.56,4,1377083.0,181405.0,1558487.0
Financial Analyst,Delhi NCR,MBA,Tier 2,Consulting,Mid-size,Male,4.7,31.0,4.86,7,2507373.0,498962.0,3006336.0
HR Manager,Hyderabad,BTech,Tier 2,Product Based,Mid-size,Male,8.1,31.0,2.85,5,2541750.0,229955.0,2771705.0
DevOps Engineer,Pune,BTech,Tier 1,Product Based,MNC,Female,5.4,27.0,,4,3752578.0,657441.0,4410019.0
Data Analyst,Chennai,BTech,Tier 3,IT Services,Mid-size,Female,7.5,28.0,4.12,7,1417247.0,232036.0,1649283.0
Financial Analyst,Delhi NCR,MTech,Tier 3,Manufacturing,Mid-size,Male,8.7,29.0,3.19,7,2126018.0,155536.0,2281554.0
Chartered Accountant,Jaipur,BTech,Tier 2,FinTech,Mid-size,Female,7.9,32.0,2.03,2,1738439.0,364751.0,2103189.0
Data Analyst,Pune,MBA,Tier 2,FinTech,MNC,Male,4.2,28.0,3.56,4,2847910.0,297485.0,3145395.0
DevOps Engineer,Ahmedabad,MTech,Tier 1,Consulting,MNC,Female,5.1,27.0,3.32,5,3106651.0,448958.0,3555609.0
Data Scientist,Hyderabad,MBA,Tier 3,Consulting,Mid-size,Male,0.0,21.0,3.33,4,1739629.0,188065.0,1927695.0
Marketing Manager,Bangalore,BTech,Tier 3,IT Services,Mid-size,Female,6.3,28.0,3.43,4,1742811.0,371988.0,2114799.0
DevOps Engineer,Kolkata,BTech,Tier 3,Manufacturing,Startup,Male,0.0,22.0,3.73,4,1307904.0,219201.0,1527104.0
Data Analyst,Pune,BTech,Tier 3,EdTech,MNC,Female,2.3,27.0,3.8,6,1519481.0,292788.0,1812269.0
Chartered Accountant,Hyderabad,BTech,Tier 2,IT Services,MNC,Male,9.0,30.0,2.42,4,2471926.0,565269.0,3037195.0
AI Engineer,Mumbai,MBA,Tier 2,EdTech,MNC,Female,2.9,23.0,2.97,6,3261151.0,234006.0,3495156.0
Software Engineer,Jaipur,MTech,Tier 2,EdTech,Startup,Male,0.0,23.0,3.78,3,1024859.0,145377.0,1170237.0
Frontend Developer,Kolkata,BTech,Tier 2,FinTech,Startup,Male,6.4,27.0,3.85,3,1970696.0,326227.0,2296924.0
Product Manager,Delhi NCR,MBA,Tier 2,Consulting,MNC,Female,9.5,33.0,2.67,6,4375894.0,1022322.0,5398217.0
AI Engineer,Remote,BTech,Tier 2,EdTech,MNC,Male,6.1,32.0,3.45,7,2388717.0,144298.0,2533015.0
Product Manager,Kolkata,BTech,Tier 2,FinTech,Mid-size,Male,10.7,31.0,4.05,4,2800551.0,368668.0,3169219.0
Software Engineer,Hyderabad,MBA,Tier 2,Product Based,Startup,Male,5.5,29.0,3.64,7,3281567.0,476831.0,3758399.0
Backend Developer,Hyderabad,MTech,Tier 2,Product Based,Startup,Male,4.9,28.0,4.78,5,2517907.0,225904.0,2743811.0
Business Analyst,Delhi NCR,BTech,Tier 2,E-Commerce,MNC,Female,0.0,24.0,3.19,3,1688606.0,169952.0,1858558.0
AI Engineer,Remote,BTech,Tier 2,EdTech,Startup,Male,1.4,25.0,2.68,3,1446113.0,179427.0,1625541.0
HR Manager,Hyderabad,MBA,Tier 3,IT Services,Mid-size,Male,7.0,29.0,3.81,5,2003568.0,471821.0,2475389.0
Data Analyst,Delhi NCR,MBA,Tier 3,Product Based,MNC,Male,6.6,29.0,3.83,4,2975861.0,365829.0,3341690.0
Data Scientist,Delhi NCR,BTech,Tier 1,EdTech,Startup,Male,7.0,33.0,3.14,4,2149719.0,244546.0,2394264.0
Financial Analyst,Bangalore,MTech,Tier 3,EdTech,MNC,Male,11.3,32.0,2.76,3,2839537.0,253395.0,3092933.0
AI Engineer,Kolkata,BTech,Tier 3,Product Based,MNC,Male,1.2,24.0,2.76,5,2595970.0,406051.0,3002021.0
Marketing Manager,Delhi NCR,MTech,Tier 2,Manufacturing,MNC,Male,10.2,32.0,3.61,7,3036595.0,365670.0,3402265.0
AI Engineer,Hyderabad,BTech,Tier 2,Manufacturing,Mid-size,Male,6.5,31.0,3.06,5,2306073.0,231687.0,2537760.0
Data Analyst,Delhi NCR,BTech,Tier 2,IT Services,Mid-size,Female,3.2,27.0,4.44,4,1561858.0,229528.0,1791386.0
AI Engineer,Bangalore,BTech,Tier 2,Manufacturing,Startup,Male,2.9,19.0,2.99,5,2131543.0,509757.0,2641300.0
Backend Developer,Delhi NCR,MBA,Tier 3,FinTech,Startup,Male,1.9,26.0,2.24,4,2333399.0,209716.0,2543114.0
Data Scientist,Chennai,BTech,Tier 3,EdTech,Mid-size,Female,8.8,33.0,3.31,4,1648656.0,264456.0,5055775.272759606
Data Analyst,Ahmedabad,BTech,Tier 3,E-Commerce,Mid-size,Male,10.6,34.0,4.44,5,1700806.0,136304.0,1837110.0
Chartered Accountant,Pune,MBA,Tier 2,Manufacturing,Startup,Male,10.2,31.0,4.24,5,2072778.0,125947.0,2198725.0
Marketing Manager,Mumbai,BTech,Tier 3,EdTech,Mid-size,Male,6.6,29.0,3.39,3,2032993.0,140317.0,2173310.0
HR Manager,Mumbai,,Tier 3,FinTech,Mid-size,Female,9.7,27.0,3.03,5,2574920.0,218294.0,2793214.0
Financial Analyst,Jaipur,BTech,Tier 2,FinTech,Mid-size,Male,1.2,24.0,4.0,5,1373188.0,220147.0,1593335.0
AI Engineer,Mumbai,MTech,Tier 2,Manufacturing,Startup,Male,7.8,28.0,4.16,3,2634631.0,431196.0,3065827.0
Product Manager,Remote,BTech,Tier 1,FinTech,MNC,Male,9.2,33.0,2.9,8,4760719.0,691658.0,5452377.0
Marketing Manager,Bangalore,MTech,Tier 3,E-Commerce,Mid-size,Male,4.0,26.0,2.3,6,2465648.0,478355.0,2944004.0
Marketing Manager,Kolkata,BTech,Tier 3,Consulting,Startup,Male,6.1,28.0,3.83,8,1511020.0,98806.0,1609826.0
Backend Developer,Chennai,MBA,Tier 1,EdTech,Startup,Male,3.3,28.0,3.32,7,2261350.0,536341.0,2797691.0
Chartered Accountant,Ahmedabad,BTech,Tier 1,Consulting,Mid-size,Female,5.8,28.0,3.46,8,2205876.0,433760.0,2639635.0
Data Analyst,Mumbai,MBA,Tier 3,E-Commerce,Mid-size,Male,9.4,33.0,3.21,4,2259675.0,267853.0,2527528.0
Business Analyst,Jaipur,BTech,Tier 2,Consulting,Startup,Male,3.5,26.0,4.16,5,1346389.0,330617.0,1677007.0
HR Manager,Ahmedabad,MTech,Tier 2,FinTech,MNC,Female,4.9,26.0,3.83,6,2558547.0,437072.0,2995618.0
Business Analyst,Pune,MBA,Tier 1,IT Services,Mid-size,Male,4.1,21.0,2.53,6,2317186.0,340542.0,2657728.0
Financial Analyst,Bangalore,BTech,Tier 2,E-Commerce,MNC,Male,3.2,23.0,1.59,5,2406607.0,505111.0,2911717.0
Chartered Accountant,Remote,BTech,Tier 1,E-Commerce,Mid-size,Female,4.7,32.0,3.47,4,2462158.0,332916.0,2795073.0
Software Engineer,Kolkata,BTech,Tier 1,IT Services,Startup,Male,2.3,26.0,3.22,3,1580959.0,233729.0,1814688.0
Data Analyst,Jaipur,BTech,Tier 2,E-Commerce,Mid-size,Female,3.7,29.0,3.33,5,1250952.0,232945.0,1483897.0
Product Manager,Remote,BTech,Tier 2,E-Commerce,MNC,Male,11.8,35.0,3.23,6,3765928.0,892800.0,4658727.0
AI Engineer,Pune,BTech,Tier 2,E-Commerce,MNC,Female,2.9,23.0,4.66,5,3058041.0,267118.0,3325160.0
DevOps Engineer,Jaipur,BTech,Tier 1,Consulting,Mid-size,Female,7.0,32.0,3.72,3,2296712.0,538297.0,2835009.0
Backend Developer,Delhi NCR,BTech,Tier 2,E-Commerce,Mid-size,Female,0.0,23.0,2.88,6,1635889.0,300613.0,1936502.0
Marketing Manager,Delhi NCR,BTech,Tier 3,E-Commerce,MNC,Female,1.2,27.0,4.45,4,1901622.0,449610.0,2351233.0
Product Manager,Bangalore,MBA,Tier 2,IT Services,MNC,Male,5.2,24.0,4.25,2,3999455.0,946513.0,4945968.0
Software Engineer,Ahmedabad,MBA,Tier 1,Consulting,Mid-size,Male,2.3,27.0,1.17,5,2029661.0,223932.0,2253593.0
HR Manager,Jaipur,BTech,Tier 3,E-Commerce,Mid-size,Male,0.0,23.0,4.42,5,1179080.0,229001.0,1408081.0
HR Manager,Mumbai,MBA,Tier 2,IT Services,Mid-size,Male,4.6,28.0,4.97,5,1971073.0,324197.0,2295270.0
Data Analyst,Kolkata,BTech,Tier 3,FinTech,Mid-size,Female,0.0,26.0,2.82,2,870806.0,189632.0,1060438.0
Chartered Accountant,Delhi NCR,BTech,Tier 3,FinTech,MNC,Male,5.3,27.0,1.83,8,3180973.0,299238.0,3480210.0
Chartered Accountant,Chennai,,Tier 3,Consulting,Mid-size,Male,10.5,33.0,3.02,5,2114605.0,414108.0,2528713.0
Marketing Manager,Ahmedabad,BTech,Tier 3,Product Based,Startup,Male,5.2,29.0,4.18,4,1715780.0,335391.0,2051171.0
Data Analyst,Remote,BTech,Tier 2,Manufacturing,Mid-size,Male,4.8,27.0,2.95,2,1321526.0,109320.0,1430846.0
Financial Analyst,Pune,BTech,Tier 2,Product Based,Startup,Female,0.8,21.0,3.24,5,1617468.0,244218.0,1861686.0
Data Scientist,Jaipur,,Tier 2,IT Services,Startup,Male,5.5,26.0,2.79,4,1589420.0,333829.0,1923249.0
Backend Developer,Mumbai,BTech,Tier 3,E-Commerce,Mid-size,Male,11.4,39.0,3.68,10,2632152.0,505657.0,3137809.0
Frontend Developer,Mumbai,BTech,Tier 3,Manufacturing,Startup,Male,0.0,22.0,2.21,10,1377298.0,161983.0,1539281.0
HR Manager,Bangalore,BTech,Tier 2,Consulting,Mid-size,Female,2.2,25.0,3.47,5,1876603.0,357545.0,2234148.0
Chartered Accountant,Remote,MTech,Tier 2,EdTech,MNC,Female,10.2,31.0,3.16,3,2258707.0,192256.0,2450963.0
Business Analyst,Chennai,BTech,Tier 3,EdTech,Startup,Female,8.3,31.0,2.6,6,1597049.0,333011.0,1930060.0
DevOps Engineer,Delhi NCR,MTech,Tier 2,EdTech,Mid-size,Male,13.4,34.0,3.99,7,2864643.0,341919.0,3206562.0
Data Scientist,Chennai,MBA,Tier 1,IT Services,MNC,Male,0.0,25.0,3.38,5,2665869.0,665036.0,3330905.0
Data Analyst,Remote,MTech,Tier 3,IT Services,Startup,Male,8.1,28.0,3.51,4,1707685.0,377445.0,2085130.0
Software Engineer,Delhi NCR,BTech,Tier 1,Manufacturing,Startup,Female,10.0,35.0,4.38,3,2338191.0,464708.0,2802898.0
Data Scientist,Delhi NCR,BTech,Tier 1,Manufacturing,MNC,Male,7.4,28.0,4.3,6,3276357.0,662869.0,3939226.0
Marketing Manager,Chennai,BTech,Tier 3,Manufacturing,Startup,Male,4.5,28.0,3.07,4,1295502.0,209181.0,1504683.0
Data Scientist,Mumbai,BTech,Tier 1,EdTech,MNC,Male,6.7,32.0,3.88,2,3095915.0,396126.0,3492041.0
Product Manager,Hyderabad,BTech,Tier 2,EdTech,MNC,Female,6.0,30.0,4.85,5,2711601.0,513259.0,3224860.0
Frontend Developer,Pune,MTech,Tier 2,Consulting,Startup,Female,1.9,26.0,3.59,3,1450198.0,166478.0,1616676.0
Frontend Developer,Pune,BTech,Tier 2,Manufacturing,MNC,Male,2.1,30.0,2.41,4,1521732.0,80146.0,1601878.0
HR Manager,Delhi NCR,MTech,Tier 3,EdTech,Startup,Female,0.0,22.0,4.14,3,1069098.0,200117.0,1269214.0
AI Engineer,Ahmedabad,BTech,Tier 3,E-Commerce,MNC,Male,9.2,33.0,4.11,4,2661822.0,163854.0,2825676.0
Software Engineer,Jaipur,BTech,Tier 2,IT Services,MNC,Male,4.9,27.0,4.19,4,1839338.0,268780.0,2108118.0
Marketing Manager,Kolkata,BTech,Tier 2,FinTech,MNC,Male,7.7,31.0,4.27,5,2712685.0,566595.0,3279280.0
Financial Analyst,Hyderabad,BTech,Tier 3,Manufacturing,Startup,Male,1.7,28.0,4.33,9,1339641.0,253419.0,1593060.0
Software Engineer,Bangalore,MTech,Tier 3,Product Based,Startup,Female,5.1,28.0,3.69,6,3003147.0,550500.0,3553647.0
Software Engineer,Kolkata,BTech,Tier 3,Product Based,MNC,Male,3.2,24.0,2.84,4,2233479.0,330746.0,2564225.0
HR Manager,Bangalore,MTech,Tier 2,Product Based,Startup,Male,3.5,27.0,3.78,8,2866700.0,200638.0,3067338.0
HR Manager,Mumbai,MBA,Tier 1,IT Services,MNC,Male,12.0,32.0,3.13,3,3670342.0,227076.0,3897418.0
HR Manager,Jaipur,BTech,Tier 3,Product Based,Mid-size,Male,4.1,29.0,2.45,6,1646825.0,350908.0,1997733.0
Data Scientist,Bangalore,PhD,Tier 3,FinTech,Startup,Male,6.8,33.0,2.23,5,3370412.0,399638.0,3770050.0
Backend Developer,Hyderabad,MBA,Tier 3,EdTech,Mid-size,Female,4.8,27.0,1.4,5,1860193.0,164885.0,2025078.0
Data Analyst,Hyderabad,MTech,Tier 2,FinTech,Mid-size,Male,9.3,31.0,1.91,4,2554538.0,258802.0,2813340.0
HR Manager,Chennai,BTech,Tier 2,EdTech,Startup,Male,5.6,28.0,4.08,10,1672686.0,331629.0,2004315.0
DevOps Engineer,Mumbai,BTech,Tier 2,E-Commerce,Startup,Female,1.8,25.0,3.55,3,1986059.0,375811.0,6241706.676594329
DevOps Engineer,Chennai,BTech,Tier 3,Consulting,Mid-size,Male,5.9,32.0,2.52,7,2356716.0,575006.0,2931721.0
Data Scientist,Kolkata,BTech,Tier 3,E-Commerce,Mid-size,Male,4.6,29.0,2.04,7,1679214.0,285201.0,1964415.0
Backend Developer,Chennai,BTech,Tier 1,IT Services,Mid-size,Male,5.9,27.0,3.69,5,2513118.0,554025.0,3067143.0
Product Manager,Mumbai,BTech,Tier 3,E-Commerce,Startup,Female,8.5,30.0,4.19,1,2833403.0,190468.0,3023871.0
Frontend Developer,Jaipur,MTech,Tier 2,IT Services,Mid-size,Female,8.3,35.0,2.37,5,1529930.0,326860.0,1856790.0
Chartered Accountant,Ahmedabad,,Tier 1,Manufacturing,Startup,Male,1.0,24.0,,6,1519800.0,228024.0,1747824.0
Marketing Manager,Kolkata,BTech,Tier 3,FinTech,Startup,Male,7.6,32.0,4.98,6,2106369.0,336536.0,2442905.0
Software Engineer,Pune,MTech,Tier 2,Product Based,MNC,Male,2.4,29.0,3.83,5,3116356.0,228196.0,3344551.0
Software Engineer,Delhi NCR,BTech,Tier 3,IT Services,MNC,Female,1.4,25.0,3.86,6,1996842.0,219711.0,2216553.0
Product Manager,Pune,BTech,Tier 2,Consulting,MNC,Male,5.0,25.0,2.7,5,3386984.0,242474.0,3629458.0
DevOps Engineer,Mumbai,BTech,Tier 3,FinTech,Startup,Male,8.3,32.0,3.77,5,2688754.0,329014.0,3017768.0
Chartered Accountant,Remote,BTech,Tier 3,E-Commerce,MNC,Female,3.9,29.0,3.94,6,2391035.0,427312.0,2818347.0
Financial Analyst,Ahmedabad,,Tier 2,IT Services,MNC,Female,7.0,32.0,3.17,7,1838141.0,206127.0,5402383.478368755
Backend Developer,Pune,MBA,Tier 2,Consulting,MNC,Female,3.4,27.0,3.92,6,2654562.0,251010.0,2905572.0
Business Analyst,Pune,MTech,Tier 3,EdTech,Startup,Male,12.3,36.0,,7,1820775.0,213162.0,2033936.0
Software Engineer,Pune,MBA,Tier 1,Product Based,Mid-size,Male,2.9,30.0,3.02,6,3170058.0,484292.0,3654350.0
AI Engineer,Hyderabad,BTech,Tier 2,FinTech,Startup,Female,6.5,28.0,3.31,6,3005625.0,376011.0,3381636.0
Product Manager,Jaipur,MBA,Tier 1,E-Commerce,Startup,Male,9.5,31.0,3.75,6,3481315.0,866366.0,4347681.0
Financial Analyst,Ahmedabad,BTech,Tier 2,Product Based,Startup,Female,0.0,22.0,2.57,5,1009490.0,103932.0,1113422.0
Data Analyst,Remote,BTech,Tier 3,FinTech,MNC,Female,12.1,35.0,2.93,3,2335019.0,559200.0,2894219.0
HR Manager,Chennai,BTech,Tier 2,Manufacturing,Mid-size,Female,2.1,27.0,3.11,3,1199827.0,204910.0,1404736.0
Chartered Accountant,Kolkata,MBA,Tier 2,Consulting,Startup,Male,1.7,28.0,2.66,4,1752165.0,367287.0,2119452.0
Product Manager,Bangalore,BTech,Tier 2,Manufacturing,Startup,Female,8.3,29.0,1.84,6,2327243.0,331946.0,2659189.0
Software Engineer,Remote,BTech,Tier 3,IT Services,MNC,Male,2.4,28.0,3.63,8,1828387.0,105523.0,1933911.0
Chartered Accountant,Remote,PhD,Tier 3,EdTech,Mid-size,Male,9.1,32.0,3.4,1,2081922.0,187827.0,2269749.0
Product Manager,Ahmedabad,BTech,Tier 3,Manufacturing,MNC,Male,1.8,27.0,3.98,5,1914749.0,428217.0,2342966.0
Marketing Manager,Hyderabad,,Tier 2,Manufacturing,Startup,Female,0.0,23.0,3.01,4,1257473.0,87542.0,1345015.0
HR Manager,Kolkata,BTech,Tier 1,EdTech,MNC,Female,1.3,24.0,3.29,3,1725048.0,167747.0,1892796.0
Product Manager,Ahmedabad,MBA,Tier 1,EdTech,Mid-size,Male,2.4,27.0,1.33,6,2626457.0,143332.0,2769789.0
Chartered Accountant,Chennai,,Tier 1,EdTech,Mid-size,Male,13.8,37.0,3.75,3,2373918.0,296218.0,2670136.0
AI Engineer,Jaipur,MTech,Tier 3,EdTech,Mid-size,Female,1.8,24.0,4.18,5,1687199.0,313992.0,2001191.0
HR Manager,Bangalore,BTech,Tier 2,Product Based,MNC,Male,12.0,38.0,4.97,5,3771623.0,343201.0,4114824.0
Frontend Developer,Kolkata,MTech,Tier 2,E-Commerce,Startup,Male,3.8,26.0,1.82,8,1990029.0,268619.0,2258648.0
Financial Analyst,Hyderabad,MTech,Tier 1,Product Based,Mid-size,Female,1.6,24.0,3.67,8,2890521.0,313315.0,3203837.0
Frontend Developer,Remote,MTech,Tier 1,FinTech,Startup,Male,3.1,27.0,4.04,2,2356177.0,354331.0,2710508.0
Data Analyst,Ahmedabad,BTech,Tier 2,Manufacturing,Startup,Male,8.6,32.0,2.75,5,1284272.0,171295.0,1455566.0
Chartered Accountant,Hyderabad,BTech,Tier 1,Manufacturing,Mid-size,Female,3.8,26.0,2.92,7,2371890.0,212165.0,2584054.0
Frontend Developer,Delhi NCR,BTech,Tier 1,Consulting,Mid-size,Male,3.9,27.0,4.11,4,2246299.0,426249.0,2672547.0
Data Analyst,Ahmedabad,BTech,Tier 2,Consulting,Mid-size,Male,6.2,27.0,3.2,4,1931517.0,280619.0,2212136.0
Frontend Developer,Kolkata,BTech,Tier 3,IT Services,MNC,Male,5.6,26.0,4.14,5,1951892.0,234727.0,2186620.0
DevOps Engineer,Ahmedabad,BTech,Tier 1,Manufacturing,MNC,Male,8.2,33.0,3.63,5,2360856.0,414331.0,7333975.6146575
AI Engineer,Mumbai,MBA,Tier 2,E-Commerce,Startup,Male,6.6,32.0,,4,3175763.0,710345.0,3886108.0
Marketing Manager,Remote,BTech,Tier 2,Consulting,Mid-size,Male,2.0,26.0,4.53,6,1710666.0,250864.0,1961530.0
Financial Analyst,Jaipur,BTech,Tier 2,Product Based,MNC,Male,10.7,36.0,3.8,6,2686653.0,535708.0,3222361.0
